File Number,Address,InDate,Folder Name,QC_Status,Comments,Actions
21 234923 STE 12 OZ,1920 YONGE ST    ,2021-11-05,"1910, 1920, 1944 YONGE ST",,,
21 234923 STE 12 OZ,1944 YONGE ST    ,2021-11-05,"1910, 1920, 1944 YONGE ST",,,
21 233897 STE 12 OZ,50 MERTON ST    ,2021-11-03,50-64 MERTON ST,,,
21 234917 STE 12 OZ,289 BALLIOL ST    ,2021-11-05,289-299 BALLIOL ST,,,
21 234917 STE 12 OZ,291 BALLIOL ST    ,2021-11-05,289-299 BALLIOL ST,,,
21 234917 STE 12 OZ,293 BALLIOL ST    ,2021-11-05,289-299 BALLIOL ST,,,
21 234917 STE 12 OZ,295 BALLIOL ST    ,2021-11-05,289-299 BALLIOL ST,,,
21 234917 STE 12 OZ,297 BALLIOL ST    ,2021-11-05,289-299 BALLIOL ST,,,
21 234917 STE 12 OZ,299 BALLIOL ST    ,2021-11-05,289-299 BALLIOL ST,,,
21 235939 STE 11 OZ,32 SCOLLARD ST    ,2021-11-09,32 SCOLLARD ST,,,
21 235947 STE 10 OZ,47 CAMDEN ST    ,2021-11-09,39-47 CAMDEN ST,,,
21 235947 STE 10 OZ,45 CAMDEN ST    ,2021-11-09,39-47 CAMDEN ST,,,
21 235947 STE 10 OZ,39 CAMDEN ST    ,2021-11-09,39-47 CAMDEN ST,,,
21 235446 STE 13 OZ,49 YONGE ST    ,2021-11-08,49-51 YONGE ST,,,
21 235446 STE 13 OZ,51 YONGE ST    ,2021-11-08,49-51 YONGE ST,,,
21 235352 STE 12 OZ,2042 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2026 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2010 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2044 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2028 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2030 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2032 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2034 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2036 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2038 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2040 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235352 STE 12 OZ,2046 YONGE ST    ,2021-11-08,2010-2050 YONGE ST,,,
21 235311 STE 12 OZ,45 BALLIOL ST    ,2021-11-08,"45, 57-93 BALLIOL ST",,,
21 235326 STE 11 OZ,595 BAY ST    ,2021-11-08,595 BAY ST,,,
21 235888 STE 12 OZ,2323 YONGE ST    ,2021-11-09,2323-2329 YONGE ST & 2345 YONGE ST,,,
21 235888 STE 12 OZ,2329 YONGE ST    ,2021-11-09,2323-2329 YONGE ST & 2345 YONGE ST,,,
21 235888 STE 12 OZ,2345 YONGE ST    ,2021-11-09,2323-2329 YONGE ST & 2345 YONGE ST,,,
21 237249 STE 10 OZ,778 KING ST W  ,2021-11-12,778-788 KING ST W,,,
21 237249 STE 10 OZ,780 KING ST W  ,2021-11-12,778-788 KING ST W,,,
21 237249 STE 10 OZ,782 KING ST W  ,2021-11-12,778-788 KING ST W,,,
21 237249 STE 10 OZ,786 KING ST W  ,2021-11-12,778-788 KING ST W,,,
21 237249 STE 10 OZ,788 KING ST W  ,2021-11-12,778-788 KING ST W,,,
21 235932 STE 13 OZ,60 BERKELEY ST    ,2021-11-09,296-300 KING ST E & 56-60 BERKELEY ST,,,
21 235932 STE 13 OZ,58 BERKELEY ST    ,2021-11-09,296-300 KING ST E & 56-60 BERKELEY ST,,,
21 235932 STE 13 OZ,298 KING ST E  ,2021-11-09,296-300 KING ST E & 56-60 BERKELEY ST,,,
21 235932 STE 13 OZ,296 KING ST E  ,2021-11-09,296-300 KING ST E & 56-60 BERKELEY ST,,,
21 235932 STE 13 OZ,300 KING ST E  ,2021-11-09,296-300 KING ST E & 56-60 BERKELEY ST,,,
21 235932 STE 13 OZ,56 BERKELEY ST    ,2021-11-09,296-300 KING ST E & 56-60 BERKELEY ST,,,
21 235897 STE 13 OZ,562 CHURCH ST    ,2021-11-09,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,,,
21 235897 STE 13 OZ,556 CHURCH ST    ,2021-11-09,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,,,
21 235897 STE 13 OZ,552 CHURCH ST    ,2021-11-09,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,,,
21 235897 STE 13 OZ,66 WELLESLEY ST E  ,2021-11-09,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,,,
21 235897 STE 13 OZ,570 CHURCH ST    ,2021-11-09,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,,,
21 235897 STE 13 OZ,566 X CHURCH ST    ,2021-11-09,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,,,
21 235872 STE 09 OZ,2 UNION ST    ,2021-11-09,2 UNION ST,,,
21 235841 STE 12 OZ,645 NORTHCLIFFE BLVD    ,2021-11-09,645-655 NORTHCLIFFE BLVD,,,
21 235841 STE 12 OZ,647 NORTHCLIFFE BLVD    ,2021-11-09,645-655 NORTHCLIFFE BLVD,,,
21 235841 STE 12 OZ,649 NORTHCLIFFE BLVD    ,2021-11-09,645-655 NORTHCLIFFE BLVD,,,
21 235841 STE 12 OZ,651 NORTHCLIFFE BLVD    ,2021-11-09,645-655 NORTHCLIFFE BLVD,,,
21 235841 STE 12 OZ,653 NORTHCLIFFE BLVD    ,2021-11-09,645-655 NORTHCLIFFE BLVD,,,
21 235841 STE 12 OZ,655 NORTHCLIFFE BLVD    ,2021-11-09,645-655 NORTHCLIFFE BLVD,,,
21 235796 STE 13 OZ,529 RICHMOND ST E  ,2021-11-09,130-134 PARLIAMENT ST & 529 RICHMOND ST E,,,
21 235796 STE 13 OZ,134 PARLIAMENT ST    ,2021-11-09,130-134 PARLIAMENT ST & 529 RICHMOND ST E,,,
21 235796 STE 13 OZ,130 PARLIAMENT ST    ,2021-11-09,130-134 PARLIAMENT ST & 529 RICHMOND ST E,,,
21 239174 STE 12 OZ,1210 YONGE ST    ,2021-11-18,"1196-1210 YONGE ST, 2-8 BIRCH AVE",,,
21 239174 STE 12 OZ,1208 YONGE ST    ,2021-11-18,"1196-1210 YONGE ST, 2-8 BIRCH AVE",,,
21 239174 STE 12 OZ,1206 YONGE ST    ,2021-11-18,"1196-1210 YONGE ST, 2-8 BIRCH AVE",,,
21 239174 STE 12 OZ,1204 YONGE ST    ,2021-11-18,"1196-1210 YONGE ST, 2-8 BIRCH AVE",,,
21 239174 STE 12 OZ,1202 YONGE ST    ,2021-11-18,"1196-1210 YONGE ST, 2-8 BIRCH AVE",,,
21 239174 STE 12 OZ,1196 YONGE ST    ,2021-11-18,"1196-1210 YONGE ST, 2-8 BIRCH AVE",,,
21 239751 STE 12 OZ,569 CHRISTIE ST    ,2021-11-19,569-573 CHRISTIE ST,,,
21 239751 STE 12 OZ,571 CHRISTIE ST    ,2021-11-19,569-573 CHRISTIE ST,,,
21 239751 STE 12 OZ,573 CHRISTIE ST    ,2021-11-19,569-573 CHRISTIE ST,,,
21 242233 STE 09 OZ,181 STERLING RD    ,2021-11-26,181 STERLING RD,,,
21 240866 STE 13 OZ,550 ADELAIDE ST E  ,2021-11-23,550 ADELAIDE ST E,,,
21 242724 STE 12 OZ,2039 YONGE ST    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 242724 STE 12 OZ,2045 YONGE ST    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 242724 STE 12 OZ,50 TULLIS DR    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 242724 STE 12 OZ,46 TULLIS DR    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 242724 STE 12 OZ,44 TULLIS DR    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 242724 STE 12 OZ,42 TULLIS DR    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 242724 STE 12 OZ,40 TULLIS DR    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 242724 STE 12 OZ,2049 YONGE ST    ,11-29-2021,2039-2049 YONGE ST & 40-50 TULLIS DR,,,
21 244793 STE 10 OZ,100 QUEEN ST  W  ,12-03-2021,100 QUEEN ST W,,,
21 247109 STE 04 OZ,3239 DUNDAS ST W  ,2021-12-10,3239-3251 DUNDAS ST W,,,
21 247109 STE 04 OZ,3241 DUNDAS ST W  ,2021-12-10,3239-3251 DUNDAS ST W,,,
21 247109 STE 04 OZ,3243 DUNDAS ST W  ,2021-12-10,3239-3251 DUNDAS ST W,,,
21 247109 STE 04 OZ,3245 DUNDAS ST W  ,2021-12-10,3239-3251 DUNDAS ST W,,,
21 247109 STE 04 OZ,3247 DUNDAS ST W  ,2021-12-10,3239-3251 DUNDAS ST W,,,
21 247109 STE 04 OZ,3249 DUNDAS ST W  ,2021-12-10,3239-3251 DUNDAS ST W,,,
21 247109 STE 04 OZ,3251 DUNDAS ST W  ,2021-12-10,3239-3251 DUNDAS ST W,,,
21 252450 STE 11 OZ,25 DAVENPORT RD    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 252450 STE 11 OZ,22 SCOLLARD ST    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 252450 STE 11 OZ,24 SCOLLARD ST    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 252450 STE 11 OZ,26 SCOLLARD ST    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 252450 STE 11 OZ,28 SCOLLARD ST    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 252450 STE 11 OZ,30 SCOLLARD ST    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 252450 STE 11 OZ,32 SCOLLARD ST    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 252450 STE 11 OZ,21 DAVENPORT RD    ,2021-12-31,"22-32 SCOLLARD ST, 21-25 DAVENPORT RD",,,
21 251414 STE 13 OZ,15 CHARLES ST E  ,2021-12-24,15 CHARLES ST E & 16 ISABELLA ST,,,
21 251414 STE 13 OZ,16 ISABELLA ST    ,2021-12-24,15 CHARLES ST E & 16 ISABELLA ST,,,
21 251886 STE 11 OZ,1233 YONGE ST    ,2021-12-29,1233 YONGE ST & 9 WOODLAWN AVE E,,,
21 251886 STE 11 OZ,9 WOODLAWN AVE E  ,2021-12-29,1233 YONGE ST & 9 WOODLAWN AVE E,,,
21 251348 STE 14 OZ,415 BROADVIEW AVE    ,2021-12-24,415 BROADVIEW AVE,,,
21 251437 STE 10 OZ,111 STRACHAN AVE    ,2021-12-24,109-127 STRACHAN AVE,,,
21 251437 STE 10 OZ,115 STRACHAN AVE    ,2021-12-24,109-127 STRACHAN AVE,,,
21 251437 STE 10 OZ,127 STRACHAN AVE    ,2021-12-24,109-127 STRACHAN AVE,,,
21 251437 STE 10 OZ,109 STRACHAN AVE    ,2021-12-24,109-127 STRACHAN AVE,,,
21 252006 STE 13 OZ,415 YONGE ST    ,2021-12-29,415 YONGE ST,,,
21 251957 STE 10 OZ,45 THE ESPLANADE     ,2021-12-29,45 THE ESPLANADE,,,
