IBMS Reports,,,,,,,,
All Applications Received - Extract,,,,,,,,
Selected District: ALL,,,,,,,,
Selected Folder Type: OZ,,,,,,,,
Selected Folder Status: ALL,,,,,,,,
Selected Period: 11/08/2021 To 11/14/2021,,,,,,,,
District,Application Type,File Number,Address,InDate,Status,Folder Description,Folder Name,ARoll
Toronto and East York District,OPA / Rezoning,21 237249 STE 10 OZ,780 KING ST W  ,2021-11-12,Application Received,"Zoning By-law amendment to facilitate the redevelopment of the site for an 18-storey mixed-use building having a non-residential gross floor area of 714 square metres, and a residential gross floor area of 24,126 square metres.  373 residential units are proposed.",778-788 KING ST W,1904041340068000000
Toronto and East York District,OPA / Rezoning,21 237249 STE 10 OZ,782 KING ST W  ,2021-11-12,Application Received,"Zoning By-law amendment to facilitate the redevelopment of the site for an 18-storey mixed-use building having a non-residential gross floor area of 714 square metres, and a residential gross floor area of 24,126 square metres.  373 residential units are proposed.",778-788 KING ST W,1904041340068500000
Toronto and East York District,OPA / Rezoning,21 237249 STE 10 OZ,786 KING ST W  ,2021-11-12,Application Received,"Zoning By-law amendment to facilitate the redevelopment of the site for an 18-storey mixed-use building having a non-residential gross floor area of 714 square metres, and a residential gross floor area of 24,126 square metres.  373 residential units are proposed.",778-788 KING ST W,1904041340069000000
Toronto and East York District,OPA / Rezoning,21 237249 STE 10 OZ,788 KING ST W  ,2021-11-12,Application Received,"Zoning By-law amendment to facilitate the redevelopment of the site for an 18-storey mixed-use building having a non-residential gross floor area of 714 square metres, and a residential gross floor area of 24,126 square metres.  373 residential units are proposed.",778-788 KING ST W,1904041340070000000
Toronto and East York District,OPA / Rezoning,21 235932 STE 13 OZ,60 BERKELEY ST    ,2021-11-09,Application Received,,296-300 KING ST E & 56-60 BERKELEY ST,1904071630005000000
Toronto and East York District,OPA / Rezoning,21 235932 STE 13 OZ,58 BERKELEY ST    ,2021-11-09,Application Received,,296-300 KING ST E & 56-60 BERKELEY ST,1904071630007000000
Toronto and East York District,OPA / Rezoning,21 235932 STE 13 OZ,298 KING ST E  ,2021-11-09,Application Received,,296-300 KING ST E & 56-60 BERKELEY ST,1904071630008000000
Toronto and East York District,OPA / Rezoning,21 235932 STE 13 OZ,296 KING ST E  ,2021-11-09,Application Received,,296-300 KING ST E & 56-60 BERKELEY ST,1904071630009000000
Toronto and East York District,OPA / Rezoning,21 235932 STE 13 OZ,300 KING ST E  ,2021-11-09,Application Received,,296-300 KING ST E & 56-60 BERKELEY ST,1904
Toronto and East York District,OPA / Rezoning,21 235932 STE 13 OZ,56 BERKELEY ST    ,2021-11-09,Application Received,,296-300 KING ST E & 56-60 BERKELEY ST,1904
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,2418 DUFFERIN ST    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020032000000
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,2408 DUFFERIN ST    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020035000000
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,2406 DUFFERIN ST    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020036000000
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,2404 DUFFERIN ST    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020037000000
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,2402 DUFFERIN ST    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020038000000
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,4 RAMSDEN RD    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020039000000
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,6 RAMSDEN RD    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020040000000
North York District,OPA / Rezoning,21 235229 NNY 08 OZ,10 RAMSDEN RD    ,2021-11-08,Under Review ,"Official Plan and zoning by-law amendment to facilitate the redevelopment of the site for a 24-storey mixed use building and a 9-storey apartment building.  the proposed total non-residential gross floor area is 883 square metres, and the proposed residential gross floor area is 29053.  A total of 405 units are proposed.",2402-2418 DUFFERIN ST & 4-10 RAMSDEN RD,1914043020041000000
Etobicoke York District,OPA / Rezoning,21 236433 WET 03 OZ,25 THE WEST MALL     ,2021-11-10,Application Received,"Proposed mixed use development, phase 1, consists of (4) towers, 40 storeys, 45 storeys, 35 storeys, and 30 storeys.  ",25 THE WEST MALL,1919014120015000000
Toronto and East York District,OPA / Rezoning,21 235897 STE 13 OZ,562 CHURCH ST    ,2021-11-09,Application Received,,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,1904068290028000000
Toronto and East York District,OPA / Rezoning,21 235897 STE 13 OZ,556 CHURCH ST    ,2021-11-09,Application Received,,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,1904068290029000000
Toronto and East York District,OPA / Rezoning,21 235897 STE 13 OZ,552 CHURCH ST    ,2021-11-09,Application Received,,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,1904068290028010000
Toronto and East York District,OPA / Rezoning,21 235897 STE 13 OZ,66 WELLESLEY ST E  ,2021-11-09,Application Received,,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,1904068290031000000
Toronto and East York District,OPA / Rezoning,21 235897 STE 13 OZ,570 CHURCH ST    ,2021-11-09,Application Received,,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,1904068290027000000
Toronto and East York District,OPA / Rezoning,21 235897 STE 13 OZ,566 X CHURCH ST    ,2021-11-09,Application Received,,66 WELLESLEY ST E & 552-570 CHURCH ST--CLOSE FOLDER,1904
North York District,OPA / Rezoning,21 235591 NNY 08 OZ,836 ROSELAWN AVE    ,2021-11-08,Application Received,,"131 LYON CRT, 836 & 838 ROSELAWN AVE",1914032170003000000
North York District,OPA / Rezoning,21 235591 NNY 08 OZ,838 ROSELAWN AVE    ,2021-11-08,Application Received,,"131 LYON CRT, 836 & 838 ROSELAWN AVE",1914032170004000000
North York District,OPA / Rezoning,21 235591 NNY 08 OZ,131 LYON CRT    ,2021-11-08,Application Received,,"131 LYON CRT, 836 & 838 ROSELAWN AVE",1914032170005000000
North York District,OPA / Rezoning,21 235582 NNY 18 OZ,68 CHURCHILL AVE    ,2021-11-08,Application Received,Zoning By-law Amendment for 44 new townhouse units having a total residential gross floor area of 8158 square metres.,68-78 CHURCHILL AVE,1908072310024000000
North York District,OPA / Rezoning,21 235582 NNY 18 OZ,70 CHURCHILL AVE    ,2021-11-08,Application Received,Zoning By-law Amendment for 44 new townhouse units having a total residential gross floor area of 8158 square metres.,68-78 CHURCHILL AVE,1908072310025000000
North York District,OPA / Rezoning,21 235582 NNY 18 OZ,72 CHURCHILL AVE    ,2021-11-08,Application Received,Zoning By-law Amendment for 44 new townhouse units having a total residential gross floor area of 8158 square metres.,68-78 CHURCHILL AVE,1908072310026000000
North York District,OPA / Rezoning,21 235582 NNY 18 OZ,74 CHURCHILL AVE    ,2021-11-08,Application Received,Zoning By-law Amendment for 44 new townhouse units having a total residential gross floor area of 8158 square metres.,68-78 CHURCHILL AVE,1908072310027000000
North York District,OPA / Rezoning,21 235582 NNY 18 OZ,76 CHURCHILL AVE    ,2021-11-08,Application Received,Zoning By-law Amendment for 44 new townhouse units having a total residential gross floor area of 8158 square metres.,68-78 CHURCHILL AVE,1908072310028000000
North York District,OPA / Rezoning,21 235582 NNY 18 OZ,78 CHURCHILL AVE    ,2021-11-08,Application Received,Zoning By-law Amendment for 44 new townhouse units having a total residential gross floor area of 8158 square metres.,68-78 CHURCHILL AVE,1908072310029000000
Toronto and East York District,OPA / Rezoning,21 235872 STE 09 OZ,2 UNION ST    ,2021-11-09,Application Received,,2 UNION ST,1904032510001000000
Toronto and East York District,OPA / Rezoning,21 235841 STE 12 OZ,645 NORTHCLIFFE BLVD    ,2021-11-09,Application Received,Zoning By-law amendment for a 15-storey mixed-use building having a residential gross floor area of 11037.1 square metres,645-655 NORTHCLIFFE BLVD,1914031310014000000
Toronto and East York District,OPA / Rezoning,21 235841 STE 12 OZ,647 NORTHCLIFFE BLVD    ,2021-11-09,Application Received,Zoning By-law amendment for a 15-storey mixed-use building having a residential gross floor area of 11037.1 square metres,645-655 NORTHCLIFFE BLVD,1914031310015000000
Toronto and East York District,OPA / Rezoning,21 235841 STE 12 OZ,649 NORTHCLIFFE BLVD    ,2021-11-09,Application Received,Zoning By-law amendment for a 15-storey mixed-use building having a residential gross floor area of 11037.1 square metres,645-655 NORTHCLIFFE BLVD,1914031310016000000
Toronto and East York District,OPA / Rezoning,21 235841 STE 12 OZ,651 NORTHCLIFFE BLVD    ,2021-11-09,Application Received,Zoning By-law amendment for a 15-storey mixed-use building having a residential gross floor area of 11037.1 square metres,645-655 NORTHCLIFFE BLVD,1914031310017000000
Toronto and East York District,OPA / Rezoning,21 235841 STE 12 OZ,653 NORTHCLIFFE BLVD    ,2021-11-09,Application Received,Zoning By-law amendment for a 15-storey mixed-use building having a residential gross floor area of 11037.1 square metres,645-655 NORTHCLIFFE BLVD,1914031310018000000
Toronto and East York District,OPA / Rezoning,21 235841 STE 12 OZ,655 NORTHCLIFFE BLVD    ,2021-11-09,Application Received,Zoning By-law amendment for a 15-storey mixed-use building having a residential gross floor area of 11037.1 square metres,645-655 NORTHCLIFFE BLVD,1914031310019000000
Scarborough District,OPA / Rezoning,21 235806 ESC 20 OZ,375 KENNEDY RD    ,2021-11-09,Under Review ,"The proposal is comprised of seven mid-rise and tall buildings,

located on three development blocks, and supported by new public and private

roads,",375 KENNEDY RD,1901023190003000000
Toronto and East York District,OPA / Rezoning,21 235796 STE 13 OZ,529 RICHMOND ST E  ,2021-11-09,Application Received,"Zoning by-law amendment for  44-storey mixed-use building having a non-residential gross floor area of 188 square metres, and a residential gross floor area of 19,459 square metres.",130-134 PARLIAMENT ST & 529 RICHMOND ST E,1904071680010000000
Toronto and East York District,OPA / Rezoning,21 235796 STE 13 OZ,134 PARLIAMENT ST    ,2021-11-09,Application Received,"Zoning by-law amendment for  44-storey mixed-use building having a non-residential gross floor area of 188 square metres, and a residential gross floor area of 19,459 square metres.",130-134 PARLIAMENT ST & 529 RICHMOND ST E,1904071680011000000
Toronto and East York District,OPA / Rezoning,21 235796 STE 13 OZ,130 PARLIAMENT ST    ,2021-11-09,Application Received,"Zoning by-law amendment for  44-storey mixed-use building having a non-residential gross floor area of 188 square metres, and a residential gross floor area of 19,459 square metres.",130-134 PARLIAMENT ST & 529 RICHMOND ST E,1904071680012000000
Etobicoke York District,OPA / Rezoning,21 236250 WET 03 OZ,266 ROYAL YORK RD    ,2021-11-09,Application Received,Proposed development consisting of one tower at 37 storeys with mixed use.,266 ROYAL YORK RD,1919051390010000000
